,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
282,밤콩밥,우렁이된장국,주꾸미채소볶음,미나리초무침,배추김치,S사과(50g),S떠먹는요구르트(100ml),소고기가지덮밥,콩가루무채국,메추리알고구마조림,empty,깍두기,S우유(100ml),S단팥빵,밤찹쌀팥밥,감자탕,주꾸미채소볶음,돌나물유자청무침,깍두기
283,팥밥,김치두부국,돼지고기양송이장조림,김구이,배추김치,S키위(50g),S사과샐러드(마요네즈),찹쌀밥,부추맑은국,치킨너겟+소스,콩나물무침,깍두기,empty,S수제바나나우유,찹쌀밥,팥죽,부추참치전,연근유자청무침,열무김치
284,수수밥(40),맑은배추국,참치파프리카볶음,무나물,단배추물김치,S바나나(50g),empty,열무비빔밥,두부된장찌개,소불고기(등심),empty,배추김치,S찐고구마,S수제블루베리우유,팥밥(40),모듬버섯찌개,새우살케첩볶음,무미역생채,배추김치
285,고구마밥,조랭이떡미역국,닭다리카레찜,고구마순된장무침,깍두기,S수제바나나우유,empty,짜장참치볶음밥,우동국물,채소크로켓,과일땅콩샐러드,나박김치,S우유미숫가루,S우유미숫가루,밤콩밥,만두국,닭가슴살칠리떡볶음,우엉채곤약조림,나박김치
286,찹쌀밥,대합미역국,삼치데리야끼구이,연근흑임자샐러드,동치미,empty,S우유(150ml),두부카레라이스,배추당면국,돼지고기파프리카볶음,숙주당근나물,백김치,S사과(50g),S우유(100ml),찹쌀밥,미역만두국,깻잎육전,청포묵김무침,총각김치
287,완두콩짜장밥,부추맑은국,고구마샐러드,empty,배추김치,S머핀,S호두우유,옥수수밥,들깨무국,오리훈제채소구이,당근숙주나물,배추김치,S머핀,S우유(100ml),찹쌀밥,만두닭개장,유자소스가자미구이,연근조림,배추김치
288,밤콩밥(30),만두국,잔멸치아몬드볶음,가지양념무침,백김치,S수제바나나우유,empty,돼지고기양배추덮밥,팽이버섯맑은국,궁중떡볶이,콩나물무침,나박김치,S바나나사과키위샐러드,S식혜,찹쌀밥,꼬막된장찌개,두부채소굴소스볶음,다시마채무침,백김치
289,수수밥(30),만두국,김달걀말이,가지나물,열무물김치,S수제바나나우유,empty,소고기가지덮밥,애호박맑은국,검은깨고구마맛탕,연근흑임자샐러드,깍두기,S우엉주먹밥,S우유(100ml),찹쌀밥(추가),황태미역국,미니돈까스,꼬마새송이버섯볶음,비트초절이
290,수수밥(30),청경채맑은국,달걀말이,들깨무나물,깍두기,S우유미숫가루,empty,소고기주먹밥,두부미소장국,채소튀김(감자),empty,깍두기,empty,S우유미숫가루,잡곡밥,다시마새우젓국,굴비구이,오이무침,깍두기
291,밤밥,아욱맑은국,온두부찜,콩나물김무침,배추김치,S방울토마토(35g),empty,오므라이스,미니우동,새우살채소볶음,더덕사과무침,배추김치,S우유미숫가루,S오렌지주스,찹쌀밥,표고버섯탕,떡갈비간장조림,동부묵무침,배추김치
292,수수밥(30),김치국,달걀말이,어묵곤약조림,열무물김치,S사과(50g),empty,일본식소고기덮밥(규동),두부전골,채소크로켓,콘샐러드,비트초절이,S수제블루베리우유,S단호박식혜,찹쌀밥,맑은육개장,가자미유자청구이,무조림,나박김치
293,쌀밥(추가),감자된장국,단호박달걀찜,아욱나물무침,배추김치,S사과(50g),empty,찹쌀밥,매생이홍합국,소고기떡찜,우엉채곤약조림,배추김치,empty,S수제딸기우유,팥밥(30),버섯개장,연두부+양념장,돌나물흑임자샐러드,열무김치
294,찹쌀팥밥,표고버섯탕,메추리알어묵조림,더덕사과무침,나박김치,S검은콩우유(100ml),empty,콩밥,소고기미역국,가자미조림,오이나물,나박김치,S우유미숫가루,S오렌지주스(무가당),두부카레라이스,실파장국,맛살전,양배추샐러드,깍두기
295,밤콩밥,우렁이된장국,닭봉소스조림,애호박볶음,열무김치,S건포도감자볼,S우유(150ml),소불고기덮밥,유부팽이국,단호박튀김,양상추과일샐러드,나박김치,S건포도감자볼,S식혜,찹쌀팥밥,으깬두부된장국,돼지고기수육,파래자반,배추김치
296,찹쌀밥,버섯당면국,미트볼조림,콩나물무침,나박김치,S수제블루베리우유,empty,열무비빔밥,강된장,삼색달걀말이,empty,깍두기,S찐고구마,S우유(100ml),찹쌀밥,버섯당면국,주꾸미채소간장볶음,우엉채곤약조림,비트초절이
297,쌀밥(추가),굴두부국,연두부+흑임자소스,크래미채소볶음,나박김치,S팥죽,S우유(200ml),밤찹쌀팥밥,바지락된장국,순살닭볶음탕,얼갈이배추겉절이,오이소박이김치,S소보로빵,S오렌지주스,수수밥,감자탕,코다리엿장조림,참나물볶음,백김치
298,찹쌀현미밥(30),두부맑은국,새우살호박볶음,실파김무침,나박김치,S(저당)씨리얼,S우유(100ml),소고기가지덮밥,느타리버섯국,닭봉소스조림,새싹채소샐러드,깍두기,S블루베리고구마샐러드,S우유(100ml),흑미밥,두부전골,낙지떡찜,아욱나물무침,열무물김치
299,찹쌀밥,만두국,감자채볶음,도라지무침,배추김치,S연두부샐러드(오리엔탈드레싱),empty,소고기가지덮밥,두부맑은국,연근강정,파인콘샐러드,배추김치,S연두부샐러드(오리엔탈드레싱),S수제바나나우유,팥밥,두부전골,주꾸미채소간장볶음,애호박콩가루볶음,깍두기
300,찹쌀현미밥(40),애호박새우젓국,으깬두부채소전,애호박나물,깍두기,S포도(100g),empty,새우파래볶음밥,미역장국,브로콜리오징어무침,empty,깍두기,S포도(100g),S수제블루베리우유,김치영양밥,만두국,소고기버섯불고기,상추배생채,백김치
301,소고기김주먹밥,미역국,토마토달걀볶음,연근흑임자샐러드,깍두기,S단호박떡케익,S둥글레차,율무밥,미역국,오리불고기,참외나물,열무물김치,S밤식빵,S우유(100ml),잡곡밥,김치국,삼치간장조림,치커리유자청무침,깍두기
302,차조밥(30),김치두부국,참치채소전,오이무침,단배추물김치,S우유미숫가루,empty,소고기굴소스볶음밥,게살스프,유자고구마맛탕,empty,비트초절이,S단팥도너츠,S매실주스,현미밥,콩가루시래기국,양배추낙지볶음,참나물겉절이,나박김치
303,수수밥(30),맑은애호박국,연두부+양념장,감자채피망볶음,나박김치,S떠먹는요구르트(100ml),empty,콩밥,채소스프,치즈등심돈까스,양상추샐러드(오리엔탈드레싱),비트초절이,S키위(50g),S오렌지주스,브로콜리채소볶음밥,느타리버섯국,갈치카레튀김,empty,열무김치
304,잡곡밥,배추맑은국,훈제오리구이,감자샐러드,총각김치,S귤(50g),S우유(100ml),가지채소볶음밥,부추들깨국,치킨텐더샐러드(머스타드드레싱),empty,콜라비나박김치,S완자전,S단호박식혜,밤찹쌀팥밥,콩나물육개장,주꾸미채소볶음,취나물무침,열무물김치
305,율무밥,바지락된장국,(저염·저당)소고기장조림,들깨무나물,깍두기,empty,S바나나쉐이크,돼지고기카레볶음밥,달걀국,미트볼구이,양상추샐러드(레몬드레싱),비트초절이,empty,S바나나쉐이크,찹쌀보리밥,만두국,소고기짜장볶음,브로콜리무침,총각김치
306,옥수수밥,온청포묵국,삼색채소달걀찜,배무생채,열무물김치,S치즈,S오렌지주스,찹쌀밥,팽이버섯달걀탕,닭다리살튀김,양상추요거트샐러드,비트초절이,empty,S고구마쉐이크,찹쌀밥,만두닭개장,간장돼지불고기,양념가지찜,나박김치
307,쌀밥,맑은가쓰오부시장국,주꾸미채소간장볶음,느타리버섯나물,나박김치,S오이스틱,S미숫가루,돼지고기양배추덮밥,느타리버섯국,새우튀김,토마토두부샐러드,열무물김치,S우유미숫가루,S매실주스,율무밥,북어국,새송이버섯전,채소비빔소면,깍두기
308,완두콩밥(40),부추된장국,팽이버섯달걀전,견과류시금치무침,배추김치,S멜론(50g),empty,소고기주먹밥,애호박양파국,닭가슴살튀김,empty,깍두기,S소보로빵,S우유(100ml),찹쌀밥,만두닭개장,소불고기,돌나물오이무침,배추김치
309,옥수수밥,미역만두국,새우살채소볶음,더덕사과무침,비트초절이,S방울토마토(35g),S오렌지주스,취나물표고영양밥,두부대합탕국,연어구이+타르타르소스,상추초무침,깍두기,S연근전,S수제블루베리우유,찹쌀밥,감자옹심이국,애호박생선살찜,(저염)소고기호두조림,백김치
310,옥수수밥(30),김국,오징어실채무침,고구마순된장무침,석박지,S당근두부스넥,S떠먹는요구르트(100ml),봄나물비빔밥,시래기된장국,소고기육전,empty,나박김치,S연근전,empty,밤콩밥,당근황태국,주꾸미채소간장볶음,아욱나물무침,석박지
311,잡곡밥,김치두부국,베이컨스크램블에그,고구마줄기볶음,백김치,S청포도(100g),S쌀음료,새우파래볶음밥,애호박맑은국,고구마연근맛탕,과일샐러드,나박김치,empty,S수제블루베리우유,팥밥(40),차돌박이된장국,주꾸미채소볶음,취나물무침,총각김치
312,팥밥(40),애호박맑은국,스크램블에그,오이파프리카무침,나박김치,S사과(50g),empty,햄김치볶음밥,숙주당면국,어묵강정,empty,깍두기,S소보로빵,S우유(100ml),찹쌀팥밥,모시조개국,가자미조림,브로콜리채소볶음,석박지
313,쌀밥,느타리버섯맑은국,(저염)닭가슴살단호박조림,양상추샐러드(키위드레싱),백김치,empty,S고구마쉐이크,과일카레라이스,맑은가쓰오부시장국,새우튀김,empty,깍두기,S군고구마,S우유(100ml),찹쌀보리밥,김치두부국,주꾸미채소볶음,세발나물,깍두기
314,보리밥(30),미역만두국,(저염)소고기호두조림,깻잎새콤무침,깍두기,S바나나(50g),empty,새우파래볶음밥,실파미소장국,호두강정,오이토마토샐러드(발사믹드레싱),나박김치,S쑥설기,S우유(100ml),밤찹쌀팥밥,닭개장,소고기당면조림,애호박볶음,깻잎김치
315,밤밥,두부애호박국,주꾸미볶음,돌나물흑임자샐러드,오이소박이김치,S수제블루베리우유,S식혜,파프리카유부초밥,모듬어묵국,웨지감자,요거트과일범벅,배추김치,S단호박샐러드,S오렌지주스,찹쌀밥,만두닭개장,주꾸미볶음,돌나물흑임자샐러드,나박김치
316,김치치즈볶음밥,건새우무국,소고기곤약조림,팽이버섯달걀전,깍두기,S수제바나나우유,empty,김치영양밥,모듬어묵국,닭살채소볶음,empty,깍두기,S옥수수빵,S요구르트,쌀밥,동태찌개,훈제오리냉채,양배추나물,비트초절이
317,팥밥(30),애호박국,건새우애호박볶음,얼갈이나물,깍두기,S블루베리(50g),S떠먹는요구르트(100ml),닭살카레감자밥+양념장,냉콩나물국,어묵강정,empty,깍두기,S우유(100ml),S백설기,밤콩밥,두부전골,오징어김치전,팽이버섯부추나물,열무물김치
318,흑미밥,모듬어묵탕,치즈스크램블에그,돌나물흑임자샐러드,배추김치,S참깨우유스프,S식혜,콩밥,매생이수제비국,삼치살데리야끼조림,콩나물잡채,배추김치,empty,S수제딸기우유,팥밥,단호박새우젓국,순살간장닭갈비,브로콜리초무침,배추김치
319,팥밥,조랭이떡미역국,가자미살구이,브로콜리참깨무침,배추김치,empty,S수제바나나우유,소고기가지덮밥,미니우동,비엔나브로콜리꼬지,고구마범벅,배추김치,empty,S우유(100ml),닭살카레감자밥+양념장,들깨우거지국,오징어부추전,무나물,배추김치
320,수수밥(30),동태살무국,김달걀말이,배추나물,깍두기,S우유미숫가루,empty,소고기잡채덮밥,다시마채국,춘권튀김,empty,깍두기,S단호박찜,S우유(100ml),옥수수밥(30),모듬버섯찌개,닭살카레조림,양배추마요무침,배추김치
321,밤콩밥,사골당면국,베이컨팽이버섯볶음,콩나물무침,깍두기,S우유미숫가루,S쌀음료,열무비빔밥,대파된장찌개,달걀찜(40g),콩나물무침,배추김치,S방울토마토(35g),S호두우유,찹쌀밥,육개장,후라이드치킨,양념가지찜,총각김치
322,고구마밥(30),두부맑은국,새우살볶음,미역나물,백김치,S오렌지(50g),empty,파프리카유부초밥,모듬어묵탕,찹쌀탕수육,empty,배추김치,S무지개떡,S오렌지주스(무가당),찹쌀밥(추가),냉이된장국,닭다리살소스조림,양상추샐러드,나박김치
323,옥수수밥(30),배추당면국,코다리조림,느타리버섯나물,나박김치,S수제블루베리우유,empty,참치가지볶음밥,미역장국,후라이드치킨,empty,배추김치,S우유(100ml),S송편,밤콩밥,안매운육개장,두부양념구이,애호박볶음,나박김치
324,수수밥,만두국,달걀말이,참나물겉절이,열무물김치,S방울토마토(35g),S요구르트,밤콩밥,모듬버섯찌개,갈치구이,삼색나물,배추김치,empty,S우유미숫가루,불고기채소비빔밥,콩나물국,두부채소전,empty,배추김치
325,현미밥,팽이버섯달걀탕,닭살피망볶음,느타리버섯나물,깍두기,S바나나사과키위샐러드,empty,옥수수밥,돼지고기된장찌개,코다리무조림,돌나물유자청무침,나박김치,S수제블루베리우유,empty,쌀밥,콩나물육개장,미트볼조림,건새우애호박볶음,열무물김치
326,쌀밥,두부찌개,(저당)닭갈비,(고춧가루제외)오이무침,열무물김치,S사과(50g),S떠먹는요구르트(100ml),소보로덮밥,맑은김치어묵국,튀김만두+초간장,토마토채소샐러드,깍두기,empty,S수제바나나우유,찹쌀밥,소고기팽이버섯국,단호박해물찜,배무생채,나박김치
327,돼지고기안심굴소스볶음밥,팽이미소국,토마토달걀볶음,양상추사과샐러드,비트초절이,empty,S고구마쉐이크,팥밥,김치맑은국,돼지고기구이,단배추멸치조림,오이소박이김치,S블루베리(50g),S떠먹는요구르트(100ml),밤콩밥,모듬버섯찌개,동그랑땡전,참외노각무침,백김치
328,찹쌀밥,대합미역국,달걀프라이,브로콜리두부무침,배추김치,empty,S우유(100ml),찹쌀현미밥,김치양파국,임연수유자소스조림,오이쌈장무침,나박김치,S연두부샐러드(오리엔탈드레싱),S우유(100ml),팥밥(30),느타리버섯국,오징어링튀김,콘샐러드,깍두기
329,팥밥(30),모시조개국,우엉채어묵조림,고구마순된장무침,나박김치,S수제딸기우유,empty,가지채소볶음밥,당근스프,치즈돈까스,양배추오이샐러드,나박김치,S팥죽,empty,찹쌀밥,만두국,소시지채소볶음,팽이버섯볶음,깍두기
330,밤밥,호박맑은국,주꾸미채소간장볶음,두부톳무침,배추김치,empty,S수제블루베리우유,찹쌀밥,맑은김치어묵국,닭볶음탕,느타리버섯나물,총각김치,S소보로빵,S포도주스,해물볶음밥,느타리버섯맑은국,튀김만두+초간장,토마토범벅,배추김치
331,쌀밥,설렁탕+소면,떡갈비간장조림,부추나물,깍두기,empty,S고구마쉐이크,찹쌀밥,두부전골,주꾸미채소간장볶음,참나물들깨무침,배추김치,empty,S오렌지주스(무가당),돼지고기양배추덮밥,곤약어묵국,감자버터구이,오이샐러드,비트초절이
332,고구마밥,감자채맑은국,두부찜,깻잎새콤무침,열무김치,S우유(100ml),empty,콩밥,어린이부대찌개,소고기잡채,얼갈이무침,깍두기,S바나나사과키위샐러드,S우유(150ml),율무밥,부추바지락국,주꾸미채소간장볶음,애호박콩가루볶음,동치미
333,옥수수밥(40),느타리버섯국,삼치무간장조림,시래기들깨나물,나박김치,S치즈,empty,불고기채소비빔밥,미역오이냉국,해물부추전,고구마순된장무침,배추김치,S단호박떡케익,S망고주스,율무밥,두부전골,돼지고기양송이장조림,양배추나물,동치미
334,찹쌀밥,대합미역국,소고기호두조림,미나리초무침,깍두기,S우유(100ml),S우유미숫가루,콩밥,맑은순두부국,돼지고기짜장볶음,파프리카초무침,열무물김치,S바나나(50g),S우유(100ml),잡곡밥,새우살무국,닭살브로콜리볶음,김구이+달래양념장,백김치
335,수수밥(30),만두국,애호박볶음,팽이버섯나물,백김치,S우유(100ml),empty,일본식소고기덮밥(규동),실파달걀국,오징어링튀김,마카로니채소샐러드(마요네즈),비트초절이,S찐고구마,S오렌지주스,밤콩밥,모듬버섯찌개,닭가슴살삼색파프리카볶음,냉이무침,총각김치
336,옥수수밥,미역만두국,해산물부추전,숙주나물무침,나박김치,S우유미숫가루,S수제바나나우유,베이컨치즈스파게티,옥수수스프,게맛살크로켓,마카로니샐러드,비트초절이,S견과류,S우유(100ml),찹쌀밥,감자옹심이국,오삼불고기,세발나물,열무김치
337,수수밥,대구살맑은국,온두부+양념장,삼색나물,총각김치,empty,S우유미숫가루,찹쌀팥밥,바지락맑은국,닭간장조림,감자어묵볶음,백김치,S수제블루베리우유,empty,콩밥,소고기두부탕국,주꾸미볶음,깻잎들깨나물,비트초절이
338,콩밥,콩나물국,소고기사태장조림,오이볶음,배추김치,S수제블루베리우유,empty,소고기가지덮밥,감자채맑은국,미니돈까스,모듬견과조림,깍두기,S당근스프,S쌀음료,밤찹쌀팥밥,감자호박국,닭안심사과볶음,시금치나물,배추김치
339,고구마밥,조랭이떡미역국,두부달걀찜,고구마순된장무침,배추김치,empty,S수제딸기우유,소고기가지덮밥,느타리버섯국,채소크로켓,팽이버섯나물,비트초절이,S바나나(50g),S호두우유,검정콩밥,만두국,토마토소스닭조림,느타리버섯나물,배추김치
340,수수밥,두부애호박국,돼지고기짜장볶음,감자채볶음,나박김치,S씨리얼,empty,소고기파프리카볶음밥,애호박맑은국,브로콜리오징어무침,empty,깍두기,S찐옥수수,S우유(100ml),완두콩밥,팽이버섯맑은국,두부두루치기,숙주초무침,배추김치
341,팥밥(30),감자미역국,가자미조림,돌나물유자청무침,백김치,S사과(50g),S떠먹는요구르트(100ml),일본식소고기덮밥(규동),매콤애호박국,크림떡볶이,empty,비트초절이,S달걀부추빵,S우유(100ml),찹쌀밥(추가),삼계탕,닭살데리야끼볶음,고구마순된장무침,총각김치
342,수수밥(30),순두부백탕,임연수카레구이,가지나물무침,나박김치,S단팥죽,empty,옥수수밥,다시마새우젓국,치킨너겟+머스타드소스,연근흑임자샐러드,깍두기,S바나나사과키위샐러드,S우유(100ml),찹쌀밥,조갯살된장찌개,크림떡볶이,오이사과무침,비트초절이
343,밤찹쌀팥밥,두부감자국,알감자조림,닭가슴살샐러드(머스타드소스),단배추물김치,S거봉(100g),S단호박식혜,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,S귤(50g),S바나나쉐이크,소고기카레라이스,콩나물국,새우살크림소스볶음,empty,석박지
344,수수밥,느타리버섯국,주꾸미채소간장볶음,참외노각무침,깍두기,S우유미숫가루,empty,일본식소고기덮밥(규동),유부양파국,연근채소전,마카로니채소샐러드(마요네즈),열무물김치,empty,S수제바나나우유,밤콩밥,고추장찌개,소불고기,녹두전,나박김치
345,잡곡밥(40),닭살시금치국,땅콩연근조림,맛살무침,나박김치,S바나나(50g),S우유(100ml),가지채소볶음밥,청경채된장국,단호박해물찜,empty,비트초절이,S수제감자피자,S포도주스,닭살카레감자밥+양념장,소갈비탕,가자미간장조림,고구마줄기볶음,깍두기
346,수수밥,만두국,미니돈까스,양상추샐러드(키위드레싱),깍두기,S딸기(100g),S단호박식혜,찹쌀팥밥,모듬버섯찌개,해물찜,양상추샐러드(키위드레싱),석박지,S수제블루베리우유,S우유(200ml),브로콜리채소볶음밥,느타리버섯국,춘권튀김,콘채소샐러드,깍두기
347,팥밥(30),모시조개국,맛살미역줄기볶음,팽이버섯나물,배추김치,S바나나(50g),empty,닭살카레감자밥+양념장,애호박맑은국,소떡소떡,empty,단무지,S마들렌,S우유(100ml),수수밥,들깨우거지국,삼겹살김치볶음,새송이버섯나물,오이소박이김치
348,고구마밥(30),안매운순두부찌개,참치파프리카볶음,치커리사과무침,깍두기,S바나나(50g),empty,소고기김주먹밥,배추당면국,닭가슴살데리야끼조림,양배추오이샐러드,열무김치,S건포도감자볼,S우유미숫가루,밤콩밥,만두국,낙지채소볶음,느타리버섯나물,단배추물김치
349,팥밥,바지락파래국,동그랑땡전,무나물,총각김치,S소고기우엉죽,empty,닭살카레감자밥+양념장,느타리버섯국,empty,건새우애호박볶음,나박김치,S마카로니채소샐러드,S수제바나나우유,밤콩밥,두부전골,주꾸미채소간장볶음,냉이나물,오이소박이김치
350,밤찹쌀팥밥,조갯살시래기국,소고기토마토조림,애호박나물,열무물김치,S(저당)씨리얼,S우유(100ml),찹쌀밥,돼지고기김치찌개,닭피망볶음,팽이버섯부추나물,총각김치,empty,S수제딸기우유,흑미밥,버섯채소전골,훈제오리구이,녹두전,열무김치
351,달걀버섯볶음밥,채소스프,옥수수전,크래미숙주나물무침,총각김치,S치즈,S오렌지주스(무가당),흑미밥,참치김치찌개,닭살표고버섯볶음,아욱나물무침,동치미,empty,S수제블루베리우유,콩밥,달래된장국,돼지고기구이,오이무침,깍두기
352,찹쌀밥(추가),미역국,땅콩두부조림,취나물된장무침,배추김치,S오렌지(50g),empty,대파달걀볶음밥,다시마무채국,닭살카레튀김,empty,배추김치,S오렌지(50g),S우유(100ml),팥밥(30),떡만두국,돼지목살구이,상추쌈,깍두기
353,찹쌀밥,조랭이떡미역국,스크램블에그,어묵파프리카볶음,비트초절이,S방울토마토(70g),empty,찹쌀현미밥,두부전골,돼지고기강정+소스,도라지무침,오이소박이김치,S딸기(100g),S우유(100ml),소고기가지덮밥,유부맑은국,콘채소샐러드,empty,열무김치
354,밤콩밥(30),감자국,소고기버섯장조림,브로콜리참깨무침,깍두기,S감말랭이,empty,오징어채소덮밥,유부쑥갓맑은국,파인애플탕수육+소스,단호박견과류샐러드,비트초절이,empty,S바나나쉐이크,완두콩밥,대구살맑은국,달걀치즈말이,근대나물무침,깻잎김치
355,수수밥,사골파국,두부달걀전,감자어묵볶음,깍두기,S과일샐러드(요거트드레싱),S우유미숫가루,다진소고기김치볶음밥,애호박맑은국,채소크로켓,오이토마토샐러드(발사믹드레싱),열무김치,S수제블루베리우유,S수제블루베리우유,수수밥,모듬버섯찌개,돼지고기파프리카볶음,숙주나물무침,오이소박이김치
356,옥수수밥(40),떡만두국(가공만두),단배추멸치조림,고구마순된장무침,총각김치,S수제딸기우유,empty,돼지고기양배추덮밥,근대된장국,고구마튀김,empty,깍두기,S사과(50g),S우유(200ml),찹쌀밥,온청포묵국,주꾸미채소간장볶음,가지나물,총각김치
357,쌀밥(30),팥죽,(저염)달걀장조림,애호박건새우볶음,동치미,empty,S우유(100ml),해물볶음밥,당근스프,오징어링튀김,견과류고구마범벅,깍두기,S오렌지(50g),S쌀음료,밤콩밥,모듬버섯된장국,소고기떡찜,우엉채곤약조림,배추김치
358,수수밥,소고기깻잎국,부추잡채볶음,무말랭이,열무김치,empty,S수제딸기우유,밤콩밥,팽이미소국,채소크로켓,채소샐러드,오이소박이김치,S귤(80g),empty,옥수수밥,토마토감자국,참치피망볶음,해물김치전,오이소박이김치
359,파프리카유부초밥,팽이장국,채소스크램블에그,단호박샐러드,비트초절이,S단감(50g),S우유(150ml),수수밥,만두국,닭다리케첩조림,가지무침,오이소박이김치,S딸기(100g),empty,율무밥,콩나물육개장,돼지목살구이,더덕사과무침,열무물김치
360,팥밥(40),만두국,아몬드잔멸치볶음,우엉채조림,배추김치,S수제바나나우유,empty,파인애플새우볶음밥,아욱된장국,김말이튀김,empty,배추김치,S모닝빵+딸기잼,S요구르트,율무밥,건새우시금치국,삼치유자청구이,가지나물무침,깍두기
361,쌀밥,달래된장국,두부달걀찜,애호박볶음,배추김치,empty,S오렌지주스,방울토마토새우볶음밥,유부실파국,완자전,고구마맛탕,깍두기,S오렌지(50g),S수제딸기우유,완두콩밥,버섯찌개,순살간장닭갈비,우엉잡채,열무물김치
362,팥밥(30),가자미미역국,애호박건새우볶음,냉이된장무침,나박김치,S달걀당근죽,empty,소고기가지덮밥,미소된장국,춘권튀김,empty,깍두기,S우유(100ml),S단호박찜,밤콩밥,두부전골,새우볼조림,감자채피망볶음,배추김치
363,팥밥,조랭이떡미역국,두부데리야끼구이,배추나물,깍두기,S키위(50g),S단호박식혜,닭살데리야끼덮밥,팽이미소국,(가공)만두튀김,양상추샐러드(키위드레싱),비트초절이,empty,S수제바나나우유,찹쌀밥,소고기배추국,주꾸미채소간장볶음,아욱나물무침,백김치
364,옥수수밥(30),안매운콩비지찌개,가지양념찜,고구마순된장무침,총각김치,S딸기(100g),empty,돼지고기양배추덮밥,얼갈이들깨국,너비아니채소볶음,연근마요무침,깍두기,S웨지감자구이,S우유(200ml),찹쌀밥,오징어숙주국,삼치살무조림,애호박나물,나박김치
365,찹쌀밥,감자호박국,오징어불고기,느타리버섯당근볶음,오이소박이김치,S찐옥수수,S우유(100ml),찹쌀팥밥,순한김치국,닭다리카레찜,애호박볶음,열무김치,S사과(50g),S우유미숫가루,소고기가지덮밥,연두부맑은국,채소크로켓,토마토치즈샐러드,비트초절이
366,팥밥(30),시금치북어국,미트볼피망조림,열무된장무침,백김치,S수제바나나우유,empty,일본식소고기덮밥(규동),애호박맑은국,치킨너겟+토마토케첩,새싹채소샐러드,비트초절이,S수제감자피자,S오렌지주스,밤콩밥,애호박국,동태전,채소비빔소면,깍두기
367,찹쌀밥(추가),닭가슴살미역국,두부부침+양념장,마카로니채소샐러드(토마토소스),오이소박이김치,S바나나(50g),empty,참치주먹밥,느타리버섯국,토마토소스닭조림,empty,깍두기,S바나나사과키위샐러드,S수제블루베리우유,팥밥,바지락살순두부국,코다리무조림,냉이무침,총각김치
368,쌀밥(추가),새알미역국,베이컨팽이버섯볶음,도라지무침,배추김치,empty,S고구마쉐이크,소고기굴소스볶음밥,맑은가쓰오부시장국,소떡소떡,empty,깍두기,S무지개떡,S우유(150ml),찹쌀밥,새알미역국,삼치구이,호박나물,배추김치
369,옥수수밥,애호박국,달걀찜(30g),브로콜리깨소스무침,배추김치,S단팥죽,empty,김치영양밥,두부미역장국,동태살후라이드,empty,단무지,S증편,S수제딸기우유,옥수수밥,열무된장국,순살닭볶음탕,도토리묵무침,깍두기
370,고구마밥,소고기미역국,가지달걀말이,오징어브로콜리숙회,깍두기,S키위(50g),S우유미숫가루,팥밥,느타리버섯국,춘권튀김,토마토채소샐러드,깍두기,S치즈,S오렌지주스,찹쌀밥,실파미소장국,닭가슴살구이+소스,크림떡볶이,비트초절이
371,옥수수밥,애호박국,달걀치즈말이,양배추샐러드(레몬드레싱),동치미,S동태살죽,empty,콩밥,애호박젓국찌개,어묵감자조림,미니새송이버섯무침,석박지,S감자샐러드,S우유(100ml),찹쌀팥밥,미역국,임연수엿장조림,가지양념찜,총각김치
372,콩밥,탕국,참치달걀말이,오이무침,깍두기,S찐고구마,S우유미숫가루,고구마밥(30),갈비탕+당면,도토리묵무침,검은깨고구마맛탕,깍두기,S과일샐러드(요거트드레싱),S우유(100ml),완두콩밥,미역국,(고춧가루제외)고등어조림,단배추나물,깍두기
373,율무밥(30),애호박새우젓국찌개,달걀간장조림,팽이버섯나물,나박김치,S수제딸기우유,empty,소고기채소볶음밥,콩나물국,녹두전,empty,배추김치,S고구마맛탕,S우유(100ml),찹쌀팥밥,당근스프,두부부침+양념장,꼬마새송이버섯볶음,배추김치
374,옥수수밥,두부맑은국,돼지고기짜장볶음,마카로니채소샐러드(토마토소스),나박김치,S치즈,S수제블루베리우유,오징어채소덮밥,유부실파국,미트볼데리야끼볶음,콘샐러드(올리브유드레싱),열무김치,S오이당근스틱,S우유미숫가루,율무밥,실파콩나물국,토마토소스닭조림,미니새송이버섯무침,석박지
375,팥밥,맑은오징어무국,소고기양파볶음,얼갈이무침,총각김치,S건포도감자볼,S수제블루베리우유,율무밥,맑은장국,동그랑땡채소조림,empty,비트초절이,S포도(100g),S쌀음료,찹쌀밥,북어국,주꾸미채소간장볶음,짜장떡볶이,단배추물김치
376,찹쌀밥(추가),애호박맑은국,김달걀말이,느타리버섯나물,배추김치,empty,S우유(100ml),찹쌀팥밥,만두국,생선까스+타르타르소스,마카로니채소샐러드,깍두기,S오렌지주스,S건포도감자볼,팥밥(30),애호박맑은국,미트볼피망조림,아욱나물무침,배추김치
377,옥수수밥(30),두부애호박국,돼지고기카레볶음,우엉채곤약조림,동치미,S수제딸기우유,empty,백김치볶음밥,미니새우튀김우동,치킨너겟+소스,양배추샐러드(레몬드레싱),석박지,S우유미숫가루,S우유(100ml),밤콩밥,모듬버섯찌개,순살간장닭갈비,냉이나물,깍두기
